 Count  Overhead File                    Line Function
     9         0 @Base/strings/util.jl   897 split
     9         0 @Base/strings/util.jl   899 #split#428
    10         0 @Base/array.jl         1289 push!
    10         1 @OracleD/src/Cluster.jl  200 update!(cluster::Main.OracleD.Clu…
    12         0 @OracleD/src/Simulation.jl   72 Main.OracleD.Simulation(config::O…
    12         0 @Base/array.jl          728 collect
    15         0 @OracleD/diagnostics.jl  330 profiled_run
    15         0 @OracleD/diagnostics.jl  160 build_mini_simulation
    24         0 @OracleD/src/Simulation.jl  330 start!(simulation::Main.OracleD.S…
    25         0 @OracleD/diagnostics.jl  331 profiled_run
    25         0 @OracleD/diagnostics.jl  173 run_mini_simulation
    40         0 …ysdeps/x86_64/start.S  123 [unknown function]
    40         0 /lib64/libc.so.6          ? __libc_start_main
    40         0 /lib64/libc.so.6          ? __libc_start_call_main
    40         0 …t-12/cli/loader_exe.c   58 main
    40         0 @juliasrc/jlapi.c      1139 jl_repl_entrypoint
    40         0 @juliasrc/jlapi.c       971 true_main
    40         0 @julialib/julia/sys.so    ? jfptr__start_63319.1
    40         0 @Base/client.jl         550 _start()
    40         0 @Base/client.jl         283 exec_options(opts::Base.JLOptions)
    40         0 @Base/boot.jl           489 eval(m::Module, e::Any)
    40         0 @juliasrc/toplevel.c   1092 ijl_toplevel_eval_in
    40         0 @juliasrc/toplevel.c   1047 ijl_toplevel_eval
    40         0 @juliasrc/toplevel.c    975 jl_toplevel_eval_flex
    40         0 @juliasrc/toplevel.c   1035 jl_toplevel_eval_flex
    40         0 @juliasrc/interpreter.c  898 jl_interpret_toplevel_thunk
    40         0 @juliasrc/interpreter.c  707 eval_body
    40         0 @juliasrc/interpreter.c  194 eval_stmt_value
    40         0 @juliasrc/interpreter.c  243 eval_value
    40         0 @juliasrc/interpreter.c  123 do_call
    40         0 @julialib/julia/sys.so    ? jfptr_IncludeInto_61448.1
    40         0 @Base/Base.jl           308 (::Base.IncludeInto)(fname::Strin…
    40         0 @Base/Base.jl           307 include(mapexpr::Function, mod::M…
    40         0 @Base/loading.jl       2934 _include(mapexpr::Function, mod::…
    40         0 @Base/loading.jl       2874 include_string(mapexpr::typeof(id…
    40         0 [any unknown stackframes]
    40         0 @OracleD/diagnostics.jl  526 main()
    40         0 @OracleD/diagnostics.jl  340 phase2_profiling()
    40         0 @Profile/src/Profile.jl   60 macro expansion
    40         0 @juliasrc/task.c       1252 start_task
    40         0 @julialib/julia/sys.so    ? jfptr_YY.start_profile_listenerYY…
    40         0 @Base/Base.jl           352 (::Base.var"#start_profile_listen…
    40         0 @Base/Base.jl           332 profile_printing_listener(cond::B…
    40         0 @Base/asyncevent.jl     185 _trywait(t::Base.AsyncCondition)
    40         0 @Base/condition.jl      136 wait
    40         0 @Base/condition.jl      141 wait(c::Base.GenericCondition{Bas…
    40         0 @Base/task.jl          1228 wait()
    40         0 @Base/task.jl          1216 poptask(W::Base.IntrusiveLinkedLi…
    40         0 @juliasrc/scheduler.c   523 ijl_task_get_next
    40         0 …buv/src/unix/thread.c  822 uv_cond_wait
    40         0 /lib64/libc.so.6          ? pthread_cond_wait
    40         0 /lib64/libc.so.6          ? __GI___futex_abstimed_wait_cancel…
    40        40 /lib64/libc.so.6          ? __syscall_cancel_arch_start
    42         0 /lib64/libc.so.6          ? __internal_syscall_cancel
    80         0 @juliasrc/julia.h      2391 jl_apply
Total snapshots: 80. Utilization: 50% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
